HOUSEHOLD_ID,COVERED,COV_LY,PRIVATE,AGE,INCOME,POVERTY_LEVEL,MEDICAID,SEX,EDUC,WORK,GRP,ETHNICITY,YEAR,FIPS,VIRGINIA,MALE,SUP2019,HIGHER_BAC,TREAT,POOREST,WHITE,OTHER_ETHNICITY
43444,0,2,0,51,11191,1,0,2,43,0,2,3,2020,45,0,0,1,1,0,1,0,1
43445,1,1,0,31,0,1,0,2,39,0,2,1,2020,45,0,0,1,1,0,1,1,0
43459,1,1,1,26,7000,1,0,1,39,1,1,2,2020,45,0,1,1,1,0,1,0,1
43462,1,1,1,34,21126,2,0,1,39,0,1,2,2020,45,0,1,1,1,0,0,0,1
43462,1,1,0,56,0,2,0,2,39,0,2,2,2020,45,0,0,1,1,0,0,0,1
43464,1,1,1,24,30000,3,0,2,39,2,1,2,2020,45,0,0,1,1,0,1,0,1
43466,1,1,0,44,0,1,1,1,42,0,2,2,2020,45,0,1,1,1,0,1,0,1
43468,1,1,0,45,0,1,0,1,44,0,2,2,2020,45,0,1,1,1,0,1,0,1
43469,1,1,0,56,600,1,1,2,39,0,2,2,2020,45,0,0,1,1,0,1,0,1
43470,1,1,1,23,13360,2,0,2,43,0,2,2,2020,45,0,0,1,1,0,0,0,1
43478,1,1,1,62,0,1,0,1,40,0,1,2,2020,45,0,1,1,1,0,1,0,1
43478,1,1,1,62,10000,1,0,2,44,0,1,2,2020,45,0,0,1,1,0,1,0,1
42190,0,2,0,22,25000,3,0,2,42,1,2,1,2020,45,0,0,1,1,0,1,1,0
42190,0,2,0,20,0,3,0,2,41,0,2,1,2020,45,0,0,1,1,0,1,1,0
42190,1,1,0,19,0,1,0,2,40,0,2,1,2020,45,0,0,1,1,0,1,1,0
42202,1,1,1,43,22000,1,0,1,39,1,1,1,2020,45,0,1,1,1,0,1,1,0
42202,0,2,0,42,0,1,0,2,39,0,2,1,2020,45,0,0,1,1,0,1,1,0
42209,1,1,1,44,16990,3,0,2,44,1,2,2,2020,45,0,0,1,1,0,1,0,1
42214,1,1,0,45,0,1,0,2,39,0,2,1,2020,45,0,0,1,1,0,1,1,0
42226,0,2,0,60,13200,1,0,2,39,0,2,2,2020,45,0,0,1,1,0,1,0,1
42229,1,1,0,52,10680,1,1,2,39,0,2,6,2020,45,0,0,1,1,0,1,0,1
42230,1,1,1,56,0,1,0,2,40,0,1,1,2020,45,0,0,1,1,0,1,1,0
42234,1,1,1,35,7200,1,0,2,39,0,1,1,2020,45,0,0,1,1,0,1,1,0
42236,0,2,0,27,0,1,0,2,35,0,2,1,2020,45,0,0,1,0,0,1,1,0
42239,1,1,0,32,26002,1,1,1,39,1,2,2,2020,45,0,1,1,1,0,1,0,1
42239,1,1,0,26,2100,1,1,2,40,0,2,2,2020,45,0,0,1,1,0,1,0,1
42243,1,1,1,23,14000,1,0,1,40,2,1,2,2020,45,0,1,1,1,0,1,0,1
42246,1,1,0,26,0,1,0,2,39,1,2,1,2020,45,0,0,1,1,0,1,1,0
42247,1,1,1,38,52,1,0,1,44,1,1,1,2020,45,0,1,1,1,0,1,1,0
42247,1,1,1,29,10001,1,0,2,44,1,1,1,2020,45,0,0,1,1,0,1,1,0
42249,1,1,0,60,9396,1,1,1,34,0,2,2,2020,45,0,1,1,0,0,1,0,1
42264,1,1,1,34,9601,1,0,2,39,1,1,1,2020,45,0,0,1,1,0,1,1,0
42266,1,1,1,44,10001,1,0,2,44,1,1,2,2020,45,0,0,1,1,0,1,0,1
42269,1,1,1,25,10000,1,0,2,42,1,2,1,2020,45,0,0,1,1,0,1,1,0
42269,1,1,1,27,5001,1,0,1,39,0,2,1,2020,45,0,1,1,1,0,1,1,0
42271,1,1,1,63,2,1,0,2,39,1,1,1,2020,45,0,0,1,1,0,1,1,0
42271,1,1,1,54,52,1,0,1,39,1,1,1,2020,45,0,1,1,1,0,1,1,0
42273,1,1,1,49,19200,3,0,2,40,1,1,2,2020,45,0,0,1,1,0,1,0,1
42275,1,1,0,55,13,1,1,2,39,1,2,4,2020,45,0,0,1,1,0,1,0,1
42275,1,1,0,55,1,1,1,1,41,6,2,4,2020,45,0,1,1,1,0,1,0,1
42280,1,1,1,57,12001,1,0,1,39,1,1,1,2020,45,0,1,1,1,0,1,1,0
42286,1,1,0,62,0,1,0,2,43,0,2,1,2020,45,0,0,1,1,0,1,1,0
42295,1,1,1,45,53,1,0,2,39,1,1,7,2020,45,0,0,1,1,0,1,0,1
42296,1,1,1,36,52,1,0,2,43,1,2,1,2020,45,0,0,1,1,0,1,1,0
42299,1,1,1,60,52,1,0,2,39,1,1,2,2020,45,0,0,1,1,0,1,0,1
42311,1,1,0,64,0,1,1,2,39,1,2,2,2020,45,0,0,1,1,0,1,0,1
42311,0,1,0,28,52,1,0,1,39,0,2,2,2020,45,0,1,1,1,0,1,0,1
42311,0,1,0,26,12,1,0,1,39,0,2,2,2020,45,0,1,1,1,0,1,0,1
42311,0,1,0,23,12,1,0,2,43,0,2,2,2020,45,0,0,1,1,0,1,0,1
42315,1,1,1,35,12,1,0,2,43,1,1,1,2020,45,0,0,1,1,0,1,1,0
42315,1,1,1,40,12,1,0,1,43,1,1,1,2020,45,0,1,1,1,0,1,1,0
42316,1,1,1,45,13,1,0,1,43,1,1,1,2020,45,0,1,1,1,0,1,1,0
42320,1,1,1,34,0,3,0,2,43,0,2,1,2020,45,0,0,1,1,0,1,1,0
42320,1,1,1,39,11551,3,0,1,43,1,1,1,2020,45,0,1,1,1,0,1,1,0
42321,1,1,1,47,16,1,0,1,45,1,1,1,2020,45,0,1,1,1,0,1,1,0
42321,1,1,1,41,12,1,0,2,45,1,1,1,2020,45,0,0,1,1,0,1,1,0
42327,1,1,1,35,13,2,0,2,39,4,1,2,2020,45,0,0,1,1,0,0,0,1
42337,1,1,1,54,52,1,0,1,39,1,1,2,2020,45,0,1,1,1,0,1,0,1
42337,1,1,1,24,52,1,0,2,39,1,1,2,2020,45,0,0,1,1,0,1,0,1
42337,1,1,1,24,0,1,0,2,39,0,1,2,2020,45,0,0,1,1,0,1,0,1
42338,1,1,1,44,55,1,0,2,39,5,1,1,2020,45,0,0,1,1,0,1,1,0
42340,1,1,1,59,13,1,0,2,45,1,2,1,2020,45,0,0,1,1,0,1,1,0
42340,1,1,1,54,13,1,0,2,45,1,2,1,2020,45,0,0,1,1,0,1,1,0
42341,1,1,1,59,13,1,0,2,45,1,1,1,2020,45,0,0,1,1,0,1,1,0
42341,1,1,1,54,7501,1,0,2,45,1,1,1,2020,45,0,0,1,1,0,1,1,0
42349,1,1,1,63,12,1,0,2,43,1,1,1,2020,45,0,0,1,1,0,1,1,0
42356,1,1,1,40,12,1,0,1,43,1,1,1,2020,45,0,1,1,1,0,1,1,0
42356,1,1,1,37,12,1,0,2,45,1,1,1,2020,45,0,0,1,1,0,1,1,0
42363,1,1,0,24,15600,2,0,2,43,0,2,1,2020,45,0,0,1,1,0,0,1,0
42363,1,1,0,24,4800,1,0,2,43,0,2,1,2020,45,0,0,1,1,0,1,1,0
42370,1,1,1,62,25,1,0,1,43,0,2,1,2020,45,0,1,1,1,0,1,1,0
42370,1,1,1,57,12185,1,0,2,43,0,1,1,2020,45,0,0,1,1,0,1,1,0
42376,1,1,1,25,12,1,0,1,43,1,1,1,2020,45,0,1,1,1,0,1,1,0
42381,1,1,1,40,12,1,0,1,44,4,1,1,2020,45,0,1,1,1,0,1,1,0
42387,1,1,0,29,6002,1,0,2,44,0,2,1,2020,45,0,0,1,1,0,1,1,0
42410,1,1,0,46,0,1,1,1,39,0,2,1,2020,45,0,1,1,1,0,1,1,0
42410,1,1,1,36,15001,1,1,2,39,1,1,1,2020,45,0,0,1,1,0,1,1,0
42412,1,1,1,42,52,1,0,1,42,4,1,1,2020,45,0,1,1,1,0,1,1,0
42412,1,1,1,34,52,1,0,2,42,4,1,1,2020,45,0,0,1,1,0,1,1,0
42420,1,1,1,44,12,1,0,1,43,1,1,1,2020,45,0,1,1,1,0,1,1,0
42420,1,1,1,41,12,1,0,2,43,0,1,1,2020,45,0,0,1,1,0,1,1,0
42421,1,1,1,28,2,1,0,1,39,1,1,1,2020,45,0,1,1,1,0,1,1,0
42421,1,1,1,48,52,1,0,2,39,1,1,1,2020,45,0,0,1,1,0,1,1,0
42423,1,2,0,45,0,1,1,2,39,1,2,1,2020,45,0,0,1,1,0,1,1,0
42423,0,2,0,44,0,1,0,1,39,1,2,1,2020,45,0,1,1,1,0,1,1,0
42424,1,1,0,43,0,1,1,2,39,0,2,1,2020,45,0,0,1,1,0,1,1,0
42432,1,1,1,56,12,1,0,1,39,1,1,1,2020,45,0,1,1,1,0,1,1,0
42448,1,1,0,36,16000,1,1,2,34,1,2,7,2020,45,0,0,1,0,0,1,0,1
42460,1,1,0,62,8400,1,1,1,35,0,2,1,2020,45,0,1,1,0,0,1,1,0
42460,1,1,0,57,9600,1,1,2,35,0,2,1,2020,45,0,0,1,0,0,1,1,0
42461,1,1,0,51,10000,1,0,1,39,0,2,2,2020,45,0,1,1,1,0,1,0,1
42470,1,1,0,19,0,1,1,2,38,1,2,1,2020,45,0,0,1,0,0,1,1,0
42476,1,1,1,52,23005,3,0,1,39,4,1,1,2020,45,0,1,1,1,0,1,1,0
42476,1,1,1,41,5,3,0,2,46,1,1,1,2020,45,0,0,1,1,0,1,1,0
42491,1,1,1,41,29636,3,0,2,39,1,1,1,2020,45,0,0,1,1,0,1,1,0
42520,1,2,1,26,2000,1,0,1,39,1,2,2,2020,45,0,1,1,1,0,1,0,1
42520,1,1,0,27,2000,1,1,2,40,0,2,1,2020,45,0,0,1,1,0,1,1,0
42528,1,1,1,23,12604,1,0,2,39,1,2,1,2020,45,0,0,1,1,0,1,1,0
42530,1,1,1,45,18000,3,0,2,40,1,1,2,2020,45,0,0,1,1,0,1,0,1
42539,0,2,0,57,15834,2,0,1,37,1,2,2,2020,45,0,1,1,0,0,0,0,1
42566,0,2,0,32,10001,1,0,1,37,1,2,1,2020,45,0,1,1,0,0,1,1,0
42570,1,1,0,35,12001,1,1,1,41,6,2,1,2020,45,0,1,1,1,0,1,1,0
42570,1,1,0,35,1,1,1,2,41,0,2,1,2020,45,0,0,1,1,0,1,1,0
42572,1,1,1,38,18002,1,0,2,36,1,1,1,2020,45,0,0,1,0,0,1,1,0
42578,1,1,1,43,29250,3,0,2,39,1,1,7,2020,45,0,0,1,1,0,1,0,1
42583,1,1,1,46,14106,1,0,2,44,1,1,2,2020,45,0,0,1,1,0,1,0,1
42583,1,1,1,20,4010,1,0,1,40,1,1,2,2020,45,0,1,1,1,0,1,0,1
42597,1,1,0,59,0,1,1,1,33,0,2,1,2020,45,0,1,1,0,0,1,1,0
42597,1,1,0,57,8820,1,1,2,39,0,2,1,2020,45,0,0,1,1,0,1,1,0
42658,0,2,0,19,0,1,0,1,36,0,2,1,2020,45,0,1,1,0,0,1,1,0
42661,1,1,1,20,12002,1,0,1,39,1,2,1,2020,45,0,1,1,1,0,1,1,0
42667,0,2,0,32,0,1,0,2,34,0,2,1,2020,45,0,0,1,0,0,1,1,0
42669,1,2,1,31,0,1,0,1,43,0,2,1,2020,45,0,1,1,1,0,1,1,0
42669,1,1,0,32,1501,1,1,2,43,0,2,1,2020,45,0,0,1,1,0,1,1,0
42675,1,1,1,42,21657,2,0,2,39,1,2,2,2020,45,0,0,1,1,0,0,0,1
42690,0,2,0,53,29880,2,0,2,40,0,2,1,2020,45,0,0,1,1,0,0,1,0
42690,0,2,0,26,0,2,0,1,36,0,2,1,2020,45,0,1,1,0,0,0,1,0
42693,1,1,1,22,18001,3,0,2,43,1,1,1,2020,45,0,0,1,1,0,1,1,0
42696,0,2,0,23,12660,1,0,2,43,0,2,1,2020,45,0,0,1,1,0,1,1,0
42699,1,1,0,50,3000,3,1,2,41,1,2,2,2020,45,0,0,1,1,0,1,0,1
42699,1,1,0,25,2500,3,1,2,39,1,2,2,2020,45,0,0,1,1,0,1,0,1
42709,0,2,0,26,100,1,0,1,39,0,2,1,2020,45,0,1,1,1,0,1,1,0
42725,1,1,0,59,540,1,1,1,33,3,2,2,2020,45,0,1,1,0,0,1,0,1
42736,1,1,0,31,25600,1,1,2,39,1,2,2,2020,45,0,0,1,1,0,1,0,1
42749,1,1,1,25,15000,2,0,1,43,0,1,1,2020,45,0,1,1,1,0,0,1,0
42752,1,1,0,64,18577,3,0,2,32,0,2,1,2020,45,0,0,1,0,0,1,1,0
42754,1,1,1,54,61,1,0,2,41,0,2,1,2020,45,0,0,1,1,0,1,1,0
42766,1,1,1,20,19000,3,0,1,40,1,1,1,2020,45,0,1,1,1,0,1,1,0
42809,1,1,1,33,26000,1,0,2,40,4,1,2,2020,45,0,0,1,1,0,1,0,1
42817,1,1,0,56,12840,1,0,2,40,0,2,2,2020,45,0,0,1,1,0,1,0,1
42821,1,1,0,21,0,1,0,1,36,0,2,1,2020,45,0,1,1,0,0,1,1,0
42822,1,1,0,42,0,1,1,1,35,0,2,1,2020,45,0,1,1,0,0,1,1,0
42822,1,1,0,32,16000,1,1,2,40,1,2,1,2020,45,0,0,1,1,0,1,1,0
42823,1,1,0,49,12658,1,1,2,39,0,2,2,2020,45,0,0,1,1,0,1,0,1
42828,1,1,0,61,8422,1,1,1,41,0,2,2,2020,45,0,1,1,1,0,1,0,1
42829,1,1,0,44,0,1,0,2,39,0,2,2,2020,45,0,0,1,1,0,1,0,1
42829,0,2,0,20,5000,1,0,1,39,1,2,2,2020,45,0,1,1,1,0,1,0,1
42844,0,2,0,46,22880,2,0,2,42,1,2,2,2020,45,0,0,1,1,0,0,0,1
42859,1,1,0,63,0,1,0,1,43,0,2,2,2020,45,0,1,1,1,0,1,0,1
42868,0,2,0,32,20000,1,0,2,43,1,2,2,2020,45,0,0,1,1,0,1,0,1
42869,1,1,1,47,19200,1,0,2,39,0,1,2,2020,45,0,0,1,1,0,1,0,1
42869,1,1,0,32,4800,1,1,2,39,0,2,2,2020,45,0,0,1,1,0,1,0,1
42888,1,1,1,63,13997,2,0,2,39,0,2,2,2020,45,0,0,1,1,0,0,0,1
42899,1,1,0,37,29212,3,1,2,39,6,2,1,2020,45,0,0,1,1,0,1,1,0
42922,1,1,1,30,45000,2,0,1,43,6,1,1,2020,45,0,1,1,1,0,0,1,0
42922,1,1,1,33,0,2,0,2,43,0,1,1,2020,45,0,0,1,1,0,0,1,0
42922,1,1,0,23,0,2,1,1,42,0,2,1,2020,45,0,1,1,1,0,0,1,0
42922,1,1,0,62,0,2,1,2,43,0,2,1,2020,45,0,0,1,1,0,0,1,0
42926,1,1,1,59,27000,3,0,1,34,1,1,2,2020,45,0,1,1,0,0,1,0,1
42926,1,1,0,39,0,3,1,2,39,0,2,2,2020,45,0,0,1,1,0,1,0,1
42927,0,2,0,33,26400,1,0,2,39,1,2,2,2020,45,0,0,1,1,0,1,0,1
42928,1,1,0,27,0,1,1,2,37,0,2,2,2020,45,0,0,1,0,0,1,0,1
42930,1,1,1,39,26000,3,0,2,42,4,1,1,2020,45,0,0,1,1,0,1,1,0
42930,1,1,1,43,23500,3,0,1,39,6,1,1,2020,45,0,1,1,1,0,1,1,0
42956,1,1,0,39,8682,3,0,2,39,0,2,1,2020,45,0,0,1,1,0,1,1,0
42956,0,2,0,38,22000,3,0,1,39,1,2,1,2020,45,0,1,1,1,0,1,1,0
42974,1,1,1,36,43921,3,0,2,38,4,1,2,2020,45,0,0,1,0,0,1,0,1
42975,1,1,1,36,15000,2,0,2,36,1,1,1,2020,45,0,0,1,0,0,0,1,0
42978,0,2,0,23,0,1,0,2,39,0,2,1,2020,45,0,0,1,1,0,1,1,0
42982,1,1,1,30,14826,2,0,1,39,0,2,1,2020,45,0,1,1,1,0,0,1,0
43007,0,2,0,48,18000,3,0,2,36,1,2,2,2020,45,0,0,1,0,0,1,0,1
43007,1,1,0,62,16800,3,0,1,39,0,2,2,2020,45,0,1,1,1,0,1,0,1
43010,0,2,0,46,35001,1,0,1,34,6,2,1,2020,45,0,1,1,0,0,1,1,0
43010,0,2,0,44,0,1,0,2,36,0,2,1,2020,45,0,0,1,0,0,1,1,0
43039,0,2,0,49,30000,3,0,1,33,1,2,1,2020,45,0,1,1,0,0,1,1,0
43039,0,2,0,25,7000,3,0,2,43,1,2,1,2020,45,0,0,1,1,0,1,1,0
43039,1,1,0,25,0,3,1,1,33,1,2,1,2020,45,0,1,1,0,0,1,1,0
43039,1,1,0,22,0,3,1,1,38,1,2,1,2020,45,0,1,1,0,0,1,1,0
43043,0,2,0,39,22000,1,0,1,39,1,2,1,2020,45,0,1,1,1,0,1,1,0
43043,0,2,0,38,0,1,0,2,40,0,2,1,2020,45,0,0,1,1,0,1,1,0
43047,0,2,0,35,0,1,0,2,34,0,2,1,2020,45,0,0,1,0,0,1,1,0
43047,0,2,0,33,11000,1,0,1,34,1,2,1,2020,45,0,1,1,0,0,1,1,0
43047,0,2,0,19,0,1,0,1,39,0,2,1,2020,45,0,1,1,1,0,1,1,0
43063,1,1,0,28,17001,1,1,2,38,1,2,1,2020,45,0,0,1,0,0,1,1,0
43068,1,1,0,38,22681,1,1,2,38,1,2,2,2020,45,0,0,1,0,0,1,0,1
43094,0,2,0,33,20000,3,0,2,35,1,2,1,2020,45,0,0,1,0,0,1,1,0
43094,0,2,0,36,17000,3,0,1,34,1,2,1,2020,45,0,1,1,0,0,1,1,0
43094,0,2,0,61,13000,3,0,1,31,1,2,1,2020,45,0,1,1,0,0,1,1,0
43094,0,2,0,60,4000,3,0,2,31,1,2,1,2020,45,0,0,1,0,0,1,1,0
43102,1,1,0,25,4800,1,1,2,39,6,2,1,2020,45,0,0,1,1,0,1,1,0
43192,0,2,0,28,18530,3,0,2,39,1,2,2,2020,45,0,0,1,1,0,1,0,1
43202,1,1,1,40,0,1,0,2,43,1,1,1,2020,45,0,0,1,1,0,1,1,0
43234,0,2,0,21,18050,3,0,1,41,1,2,1,2020,45,0,1,1,1,0,1,1,0
43237,0,2,0,33,0,1,0,1,40,0,2,2,2020,45,0,1,1,1,0,1,0,1
43237,1,1,0,53,11486,1,0,1,39,0,2,2,2020,45,0,1,1,1,0,1,0,1
43261,0,2,0,34,0,1,0,2,40,0,2,1,2020,45,0,0,1,1,0,1,1,0
43261,0,2,0,44,24100,1,0,1,40,6,2,1,2020,45,0,1,1,1,0,1,1,0
43266,1,1,0,42,25320,3,0,2,40,0,2,2,2020,45,0,0,1,1,0,1,0,1
43270,0,2,0,57,13000,1,0,1,40,5,2,1,2020,45,0,1,1,1,0,1,1,0
43279,1,1,1,51,0,1,0,1,43,0,1,1,2020,45,0,1,1,1,0,1,1,0
43279,1,1,1,48,10000,1,0,2,39,1,1,1,2020,45,0,0,1,1,0,1,1,0
43280,0,2,0,37,12000,1,0,1,37,1,2,2,2020,45,0,1,1,0,0,1,0,1
43280,0,2,0,36,14000,1,0,2,39,1,2,2,2020,45,0,0,1,1,0,1,0,1
43280,1,1,0,19,0,1,1,2,39,0,2,2,2020,45,0,0,1,1,0,1,0,1
43292,1,1,1,58,16888,3,0,2,42,1,2,1,2020,45,0,0,1,1,0,1,1,0
43293,0,2,0,46,1,1,0,2,37,0,2,1,2020,45,0,0,1,0,0,1,1,0
43293,0,2,0,37,22000,1,0,1,33,1,2,1,2020,45,0,1,1,0,0,1,1,0
43299,0,2,0,23,18000,3,0,1,37,1,2,1,2020,45,0,1,1,0,0,1,1,0
43309,0,2,0,29,0,1,0,2,37,0,2,1,2020,45,0,0,1,0,0,1,1,0
43314,1,1,0,55,18552,3,1,1,39,0,2,1,2020,45,0,1,1,1,0,1,1,0
43341,0,2,0,40,14202,1,0,1,39,1,2,1,2020,45,0,1,1,1,0,1,1,0
43341,0,2,0,40,0,1,0,2,39,0,2,1,2020,45,0,0,1,1,0,1,1,0
43344,0,2,0,43,15000,2,0,1,32,6,2,1,2020,45,0,1,1,0,0,0,1,0
43345,1,1,1,37,27000,2,0,2,37,1,2,1,2020,45,0,0,1,0,0,0,1,0
43346,0,2,0,38,0,1,0,2,34,0,2,7,2020,45,0,0,1,0,0,1,0,1
43346,0,2,0,39,23400,1,0,1,34,1,2,7,2020,45,0,1,1,0,0,1,0,1
43348,1,1,0,41,32760,3,1,2,38,1,2,1,2020,45,0,0,1,0,0,1,1,0
43349,0,2,0,54,10090,1,0,2,32,1,2,1,2020,45,0,0,1,0,0,1,1,0
43350,1,1,0,31,25000,1,1,1,39,1,2,1,2020,45,0,1,1,1,0,1,1,0
43350,1,1,0,34,0,1,1,2,38,0,2,1,2020,45,0,0,1,0,0,1,1,0
43353,1,1,0,26,1700,2,1,2,36,0,2,1,2020,45,0,0,1,0,0,0,1,0
43355,1,1,0,44,15840,2,1,2,39,0,2,1,2020,45,0,0,1,1,0,0,1,0
43355,1,1,0,35,26000,2,1,1,39,1,2,1,2020,45,0,1,1,1,0,0,1,0
43358,1,1,0,31,28800,3,1,2,40,1,2,1,2020,45,0,0,1,1,0,1,1,0
43361,1,1,0,57,9852,1,1,1,40,0,2,2,2020,45,0,1,1,1,0,1,0,1
43487,0,2,0,27,0,1,0,1,39,1,2,1,2020,45,0,1,1,1,0,1,1,0
43487,0,2,0,29,11180,1,0,2,39,1,2,1,2020,45,0,0,1,1,0,1,1,0
43490,1,1,1,50,32401,2,1,2,40,1,1,1,2020,45,0,0,1,1,0,0,1,0
43490,1,1,0,20,0,2,1,2,37,0,2,1,2020,45,0,0,1,0,0,0,1,0
43490,1,1,0,28,0,2,1,2,39,0,2,1,2020,45,0,0,1,1,0,0,1,0
43504,1,1,1,42,14050,2,0,2,43,1,1,2,2020,45,0,0,1,1,0,0,0,1
43512,1,1,0,36,14846,1,1,2,42,1,1,2,2020,45,0,0,1,1,0,1,0,1
43533,1,1,0,36,30000,3,1,1,38,1,2,1,2020,45,0,1,1,0,0,1,1,0
43533,1,1,0,28,0,1,1,2,37,0,2,1,2020,45,0,0,1,0,0,1,1,0
43534,1,1,1,47,13,1,0,2,39,3,1,2,2020,45,0,0,1,1,0,1,0,1
43546,1,1,1,61,13000,1,0,1,35,1,2,1,2020,45,0,1,1,0,0,1,1,0
43546,0,1,0,56,0,1,0,2,35,1,2,1,2020,45,0,0,1,0,0,1,1,0
43557,1,1,1,24,14494,1,0,2,39,1,1,1,2020,45,0,0,1,1,0,1,1,0
43559,1,1,1,39,12000,1,0,2,41,0,1,1,2020,45,0,0,1,1,0,1,1,0
35983,1,1,0,22,0,1,0,2,43,4,2,1,2021,51,1,0,1,1,1,1,1,0
35997,0,2,0,39,14000,3,0,1,33,1,2,1,2021,51,1,1,1,0,1,1,1,0
35997,0,2,0,39,14000,3,0,2,33,0,2,1,2021,51,1,0,1,0,1,1,1,0
35998,0,2,0,24,301,1,0,1,35,1,2,1,2021,51,1,1,1,0,1,1,1,0
35998,0,2,0,25,1,1,0,2,35,0,2,1,2021,51,1,0,1,0,1,1,1,0
36006,1,1,1,64,16993,3,0,1,39,0,2,1,2021,51,1,1,1,1,1,1,1,0
36009,1,1,0,58,0,1,1,1,37,0,2,1,2021,51,1,1,1,0,1,1,1,0
36011,1,1,0,61,15600,2,0,1,39,0,2,1,2021,51,1,1,1,1,1,0,1,0
36016,1,1,0,57,4800,1,0,1,39,0,2,1,2021,51,1,1,1,1,1,1,1,0
36039,1,1,1,23,15150,2,0,2,43,1,1,1,2021,51,1,0,1,1,1,0,1,0
36053,0,2,0,47,1500,1,0,2,43,1,2,2,2021,51,1,0,1,1,1,1,0,1
36053,0,2,0,25,12000,1,0,2,39,1,2,2,2021,51,1,0,1,1,1,1,0,1
36053,0,2,0,19,0,1,0,2,39,1,2,2,2021,51,1,0,1,1,1,1,0,1
36067,1,1,0,62,14400,1,1,2,39,0,2,2,2021,51,1,0,1,1,1,1,0,1
36067,1,1,0,39,7200,1,1,2,41,0,2,2,2021,51,1,0,1,1,1,1,0,1
36078,1,1,0,60,20000,1,1,2,39,1,2,2,2021,51,1,0,1,1,1,1,0,1
36078,1,1,0,30,0,1,1,2,39,0,2,2,2021,51,1,0,1,1,1,1,0,1
36079,1,1,0,55,16560,2,1,2,42,2,2,1,2021,51,1,0,1,1,1,0,1,0
36102,1,1,0,64,13260,1,1,1,36,0,2,2,2021,51,1,1,1,0,1,1,0,1
36118,0,2,0,59,20000,3,0,2,43,3,2,2,2021,51,1,0,1,1,1,1,0,1
36121,1,1,0,42,21200,2,1,2,39,1,2,1,2021,51,1,0,1,1,1,0,1,0
36135,1,1,1,61,5500,1,0,1,39,1,2,1,2021,51,1,1,1,1,1,1,1,0
36136,1,1,1,36,20401,2,0,2,39,0,1,1,2021,51,1,0,1,1,1,0,1,0
36141,1,1,0,28,9226,1,1,2,40,0,2,1,2021,51,1,0,1,1,1,1,1,0
36154,0,2,0,42,0,1,0,2,40,0,2,1,2021,51,1,0,1,1,1,1,1,0
36156,1,1,0,40,25105,2,1,2,40,0,2,1,2021,51,1,0,1,1,1,0,1,0
36157,1,1,1,31,15000,1,1,2,39,1,1,1,2021,51,1,0,1,1,1,1,1,0
36158,1,1,1,36,24000,1,0,1,39,1,1,3,2021,51,1,1,1,1,1,1,0,1
36264,1,1,0,55,500,1,1,1,39,0,2,1,2021,51,1,1,1,1,1,1,1,0
36268,1,1,0,55,8281,2,1,2,42,0,2,2,2021,51,1,0,1,1,1,0,0,1
36268,1,1,0,23,9141,2,1,2,39,1,2,2,2021,51,1,0,1,1,1,0,0,1
36272,1,1,0,57,0,3,0,2,39,0,2,1,2021,51,1,0,1,1,1,1,1,0
36272,1,1,0,30,5160,3,0,1,37,0,2,1,2021,51,1,1,1,0,1,1,1,0
36278,1,1,0,47,10008,1,1,2,39,1,2,2,2021,51,1,0,1,1,1,1,0,1
36283,0,2,0,40,0,3,0,1,39,0,2,1,2021,51,1,1,1,1,1,1,1,0
36283,1,1,0,29,0,3,1,2,39,1,2,1,2021,51,1,0,1,1,1,1,1,0
36290,1,1,0,22,4510,1,1,2,39,1,2,1,2021,51,1,0,1,1,1,1,1,0
36291,1,1,1,21,7002,1,0,1,36,1,1,2,2021,51,1,1,1,0,1,1,0,1
36324,1,1,0,62,13829,2,0,2,39,0,2,1,2021,51,1,0,1,1,1,0,1,0
36326,1,1,0,62,3600,1,1,2,39,0,2,1,2021,51,1,0,1,1,1,1,1,0
36332,1,1,1,25,18651,3,0,2,40,1,2,1,2021,51,1,0,1,1,1,1,1,0
36354,1,1,0,24,20000,1,1,2,38,1,2,1,2021,51,1,0,1,0,1,1,1,0
36354,0,2,0,24,15000,2,0,1,39,1,2,1,2021,51,1,1,1,1,1,0,1,0
36373,1,1,0,33,0,1,1,2,39,0,2,1,2021,51,1,0,1,1,1,1,1,0
36373,1,1,0,35,4140,1,1,2,34,0,2,1,2021,51,1,0,1,0,1,1,1,0
36373,1,1,0,37,8400,1,1,1,39,0,2,1,2021,51,1,1,1,1,1,1,1,0
36162,1,1,1,24,0,1,1,2,44,1,2,4,2021,51,1,0,1,1,1,1,0,1
36162,1,1,1,24,0,1,1,2,44,0,2,4,2021,51,1,0,1,1,1,1,0,1
36166,1,1,1,21,2110,1,0,1,40,0,2,1,2021,51,1,1,1,1,1,1,1,0
36167,1,1,1,34,10901,1,0,1,44,0,1,1,2021,51,1,1,1,1,1,1,1,0
36167,1,1,1,30,0,1,0,2,43,0,1,1,2021,51,1,0,1,1,1,1,1,0
36174,1,1,1,24,2,1,0,1,44,1,1,4,2021,51,1,1,1,1,1,1,0,1
36174,0,2,0,25,0,1,0,1,40,0,2,1,2021,51,1,1,1,1,1,1,1,0
36174,0,2,0,20,0,1,0,2,40,0,2,1,2021,51,1,0,1,1,1,1,1,0
36182,1,1,1,21,18001,3,0,1,40,0,1,1,2021,51,1,1,1,1,1,1,1,0
36182,1,1,1,20,0,1,0,1,40,0,1,4,2021,51,1,1,1,1,1,1,0,1
